original_filename;new_filename
apmppe-35.jpg;Deepeyenet_331_0000.png
apmppe-36.jpg;Deepeyenet_332_0000.png
apmppe-37.jpg;Deepeyenet_333_0000.png
apmppe-38.jpg;Deepeyenet_334_0000.png
apmppe-39.jpg;Deepeyenet_335_0000.png
apmppe-4.jpg;Deepeyenet_336_0000.png
apmppe-40.jpg;Deepeyenet_337_0000.png
apmppe-41.jpg;Deepeyenet_338_0000.png
apmppe-42.jpg;Deepeyenet_339_0000.png
apmppe-5.jpg;Deepeyenet_340_0000.png
apmppe-6.jpg;Deepeyenet_341_0000.png
apmppe-7.jpg;Deepeyenet_342_0000.png
apmppe-8.jpg;Deepeyenet_343_0000.png
apmppe-9.jpg;Deepeyenet_344_0000.png
apmppe-in-a-21-year-old-female-patient-0.jpg;Deepeyenet_345_0000.png
apmppe-in-a-21-year-old-female-patient-1.jpg;Deepeyenet_346_0000.png
apmppe-in-a-21-year-old-female-patient-10.jpg;Deepeyenet_347_0000.png
apmppe-in-a-21-year-old-female-patient-11.jpg;Deepeyenet_348_0000.png
apmppe-in-a-21-year-old-female-patient-2.jpg;Deepeyenet_349_0000.png
apmppe-in-a-21-year-old-female-patient-3.jpg;Deepeyenet_350_0000.png
apmppe-in-a-21-year-old-female-patient-4.jpg;Deepeyenet_351_0000.png
apmppe-in-a-21-year-old-female-patient-5.jpg;Deepeyenet_352_0000.png
apmppe-in-a-21-year-old-female-patient-6.jpg;Deepeyenet_353_0000.png
apmppe-in-a-21-year-old-female-patient-7.jpg;Deepeyenet_354_0000.png
apmppe-in-a-21-year-old-female-patient-8.jpg;Deepeyenet_355_0000.png
apmppe-in-a-21-year-old-female-patient-9.jpg;Deepeyenet_356_0000.png
arn-0.jpg;Deepeyenet_357_0000.png
arn-2.jpg;Deepeyenet_358_0000.png
arn-3.jpg;Deepeyenet_359_0000.png
arn-4.jpg;Deepeyenet_360_0000.png
arn-5.jpg;Deepeyenet_361_0000.png
arn-6.jpg;Deepeyenet_362_0000.png
arn-7.jpg;Deepeyenet_363_0000.png
arn-8.jpg;Deepeyenet_364_0000.png
asymptomatic-superior-retinal-detachment-2.jpg;Deepeyenet_365_0000.png
asymptomatic-superior-retinal-detachment-5.jpg;Deepeyenet_366_0000.png
autosomal-dominant-retinitis-pigmentosa-0.jpg;Deepeyenet_367_0000.png
autosomal-dominant-retinitis-pigmentosa-3.jpg;Deepeyenet_368_0000.png
autosomal-dominant-retinitis-pigmentosa-4.jpg;Deepeyenet_369_0000.png
autosomal-dominant-retinitis-pigmentosa-7.jpg;Deepeyenet_370_0000.png
autosomal-dominant-retinitis-pigmentosa-autofluorescence-0.jpg;Deepeyenet_371_0000.png
autosomal-dominant-retinitis-pigmentosa-autofluorescence-1.jpg;Deepeyenet_372_0000.png
autosomal-dominant-retinitis-pigmentosa-autofluorescence-2.jpg;Deepeyenet_373_0000.png
autosomal-dominant-retinitis-pigmentosa-autofluorescence-3.jpg;Deepeyenet_374_0000.png
autosomal-dominant-retinitis-pigmentosa-autofluorescence-4.jpg;Deepeyenet_375_0000.png
autosomal-dominant-retinitis-pigmentosa-autofluorescence-5.jpg;Deepeyenet_376_0000.png
av-0.jpg;Deepeyenet_377_0000.png
av-1.jpg;Deepeyenet_378_0000.png
av-10.jpg;Deepeyenet_379_0000.png
av-12.jpg;Deepeyenet_380_0000.png
av-13.jpg;Deepeyenet_381_0000.png
av-14.jpg;Deepeyenet_382_0000.png
av-15.jpg;Deepeyenet_383_0000.png
av-16.jpg;Deepeyenet_384_0000.png
av-17.jpg;Deepeyenet_385_0000.png
av-18.jpg;Deepeyenet_386_0000.png
av-19.jpg;Deepeyenet_387_0000.png
av-2.jpg;Deepeyenet_388_0000.png
av-20.jpg;Deepeyenet_389_0000.png
av-21.jpg;Deepeyenet_390_0000.png
av-23.jpg;Deepeyenet_391_0000.png
av-24.jpg;Deepeyenet_392_0000.png
av-25.jpg;Deepeyenet_393_0000.png
av-26.jpg;Deepeyenet_394_0000.png
av-27.jpg;Deepeyenet_395_0000.png
av-28.jpg;Deepeyenet_396_0000.png
av-29.jpg;Deepeyenet_397_0000.png
av-3.jpg;Deepeyenet_398_0000.png
av-30.jpg;Deepeyenet_399_0000.png
av-31.jpg;Deepeyenet_400_0000.png
av-32.jpg;Deepeyenet_401_0000.png
av-33.jpg;Deepeyenet_402_0000.png
av-35.jpg;Deepeyenet_403_0000.png
av-36.jpg;Deepeyenet_404_0000.png
av-37.jpg;Deepeyenet_405_0000.png
av-38.jpg;Deepeyenet_406_0000.png
av-39.jpg;Deepeyenet_407_0000.png
av-4.jpg;Deepeyenet_408_0000.png
av-40.jpg;Deepeyenet_409_0000.png
av-41.jpg;Deepeyenet_410_0000.png
av-42.jpg;Deepeyenet_411_0000.png
av-5.jpg;Deepeyenet_412_0000.png
av-6.jpg;Deepeyenet_413_0000.png
av-7.jpg;Deepeyenet_414_0000.png
av-8.jpg;Deepeyenet_415_0000.png
av-9.jpg;Deepeyenet_416_0000.png
avm-0.jpg;Deepeyenet_417_0000.png
avm-1.jpg;Deepeyenet_418_0000.png
avm-10.jpg;Deepeyenet_419_0000.png
avm-11.jpg;Deepeyenet_420_0000.png
avm-12.jpg;Deepeyenet_421_0000.png
avm-13.jpg;Deepeyenet_422_0000.png
avm-2.jpg;Deepeyenet_423_0000.png
avm-3.jpg;Deepeyenet_424_0000.png
avm-4.jpg;Deepeyenet_425_0000.png
avm-5.jpg;Deepeyenet_426_0000.png
avm-6.jpg;Deepeyenet_427_0000.png
avm-7.jpg;Deepeyenet_428_0000.png
avm-8.jpg;Deepeyenet_429_0000.png
avm-9.jpg;Deepeyenet_430_0000.png
bacterial-retinitis-0.jpg;Deepeyenet_431_0000.png
bacterial-retinitis-1.jpg;Deepeyenet_432_0000.png
bacterial-retinitis-10.jpg;Deepeyenet_433_0000.png
bacterial-retinitis-11.jpg;Deepeyenet_434_0000.png
bacterial-retinitis-12.jpg;Deepeyenet_435_0000.png
bacterial-retinitis-13.jpg;Deepeyenet_436_0000.png
bacterial-retinitis-14.jpg;Deepeyenet_437_0000.png
bacterial-retinitis-2.jpg;Deepeyenet_438_0000.png
bacterial-retinitis-3.jpg;Deepeyenet_439_0000.png
bacterial-retinitis-4.jpg;Deepeyenet_440_0000.png
bacterial-retinitis-5.jpg;Deepeyenet_441_0000.png
bacterial-retinitis-6.jpg;Deepeyenet_442_0000.png
bacterial-retinitis-7.jpg;Deepeyenet_443_0000.png
bacterial-retinitis-8.jpg;Deepeyenet_444_0000.png
bacterial-retinitis-9.jpg;Deepeyenet_445_0000.png
bao-12.jpg;Deepeyenet_446_0000.png
bao-14.jpg;Deepeyenet_447_0000.png
bao-2.jpg;Deepeyenet_448_0000.png
bao-23.jpg;Deepeyenet_449_0000.png
bao-27.jpg;Deepeyenet_450_0000.png
bao-29.jpg;Deepeyenet_451_0000.png
bao-31.jpg;Deepeyenet_452_0000.png
bao-32.jpg;Deepeyenet_453_0000.png
bao-33.jpg;Deepeyenet_454_0000.png
bao-34.jpg;Deepeyenet_455_0000.png
bao-35.jpg;Deepeyenet_456_0000.png
